symbol,concept,contexts,types
scroll,theExtentOfALife,generalOrUnknown,Simulation
scroll,thePersonificationsOfTheLogicMostCommon,generalOrUnknown,AttributeSimulation
scroll,theProphets,jewish,AttributeSimulation
scroll,theUnfoldingOfTheLaw,buddhist,Simulation
scroll,writingSkills,generalOrUnknown,Simulation
scepter,royalPower,generalOrUnknown,Simulation
scepter,theDharma,hindu,Simulation
scepter,thePersonificationsOfPhilosophy,generalOrUnknown,AttributeSimulation
scissors,furyPersonified,generalOrUnknown,AttributeSimulation
scissors,spiritualDecision,generalOrUnknown,Simulation
scissors,stAgathaOfSicily,christian,AttributeSimulation
scroll,arithmetic,generalOrUnknown,AttributeSimulation
scroll,astronomy,generalOrUnknown,AttributeSimulation
scroll,contract,generalOrUnknown,Simulation
scroll,rhetoric,generalOrUnknown,AttributeSimulation
scroll,saints,christian,AttributeSimulation
scroll,theEvangelists,christian,AttributeSimulation
scroll,thePassingOfTime,generalOrUnknown,Simulation
scroll,writers,generalOrUnknown,AttributeSimulation
scepter,kore,grecoRoman,AttributeSimulation
scissors,moirai,greek,Simulation
scepter,abbots,japanese,AttributeSimulation
scepter,aphroditeVenus,grecoRoman,AttributeSimulation
scepter,artemisDiana,grecoRoman,AttributeSimulation
scepter,authority,christian @ generalOrUnknown @ japanese,Simulation
scepter,demeterCeres,grecoRoman,AttributeSimulation
scepter,divinePower,generalOrUnknown,Simulation
scepter,fecundation,generalOrUnknown,Simulation
scepter,fertility,generalOrUnknown,Simulation
scepter,fortitude,generalOrUnknown,AttributeSimulation
scepter,hadesPluto,grecoRoman,AttributeSimulation
scepter,hera,greek,Simulation
scepter,indra,hindu,AttributeSimulation
scepter,justice,generalOrUnknown @ heraldic,AttributeSimulation @ Simulation
scepter,magicWand,generalOrUnknown,Simulation
scepter,melchizedek,jewish,AttributeSimulation
scepter,mithras,mithraic,AttributeSimulation
scepter,osiris,egyptian,AttributeSimulation
scepter,persephoneProserpine,grecoRoman,AttributeSimulation
scepter,phallus,generalOrUnknown,Simulation
scepter,power,generalOrUnknown,Simulation
scepter,skyGods,generalOrUnknown,AttributeSimulation
scepter,sovereignty,generalOrUnknown,Simulation
scepter,theArchangelGabriel,jewish,AttributeSimulation
scepter,theConnectionBetweenHeavenAndEarth,generalOrUnknown,Simulation
scepter,worldAxis,generalOrUnknown,Simulation
scissors,birth,generalOrUnknown,Simulation
scissors,conjunctionOfOpposites,generalOrUnknown,Simulation
scissors,creation,generalOrUnknown,Simulation
scissors,death,generalOrUnknown,Simulation
scissors,destruction,generalOrUnknown,Simulation
scissors,fate,generalOrUnknown,Simulation
scissors,union,generalOrUnknown,Simulation
scroll,asclepius,grecoRoman,AttributeSimulation
scroll,buddhism,buddhist,EmblematicSimulation
scroll,calliope,grecoRoman,AttributeSimulation
scroll,clio,grecoRoman,AttributeSimulation
scroll,destiny,generalOrUnknown,Simulation
scroll,divineRevelation,generalOrUnknown,Simulation
scroll,geometry,generalOrUnknown,AttributeSimulation
scroll,knowledge,egyptian @ generalOrUnknown,Simulation
scroll,learning,generalOrUnknown,Simulation
scroll,life,generalOrUnknown,Simulation
scroll,longevity,chinese,Simulation
scroll,music,generalOrUnknown,AttributeSimulation
scroll,piKappaSigma,heraldic,Simulation
roseFlower,god,generalOrUnknown,Simulation
roseFlower,grace,generalOrUnknown,Simulation
roseFlower,happiness,generalOrUnknown,Simulation
roseFlower,heliosSol,grecoRoman,EmblematicSimulation
roseFlower,hope,heraldic,Simulation
roseFlower,innocence,heraldic,Simulation
spinel,curingHemorrhagingAndInflammatoryDiseases,generalOrUnknown,Simulation
spinel,calmness,generalOrUnknown,Simulation
spectaclesGlasses,binaryFunctionsLoveKnowledgeRevelationLearningIllusionClearSight,generalOrUnknown,Simulation
spectaclesGlasses,bookishness,generalOrUnknown,Simulation
spaceNeedle,washingtonState,generalOrUnknown,Simulation
spadesPlayingCards,expression,generalOrUnknown,AssociationSimulation
spadesPlayingCards,leaves,generalOrUnknown,AssociationSimulation
spadesPlayingCards,matterInGaseousForm,generalOrUnknown,AssociationSimulation
spadesPlayingCards,penetratingIntellect,generalOrUnknown,Simulation
spadesPlayingCards,theAstralWorld,generalOrUnknown,AssociationSimulation
spadesPlayingCards,theCircle,generalOrUnknown,AssociationSimulation
spear,hachiman,japanese,AttributeSimulation
spear,honorableWarrior,heraldic,Simulation
spear,initiatesIntoAdulthood,grecoRoman,AttributeSimulation
spear,izanami,japanese,AttributeSimulation
spear,kwanYu,chinese,AttributeSimulation
spear,lamfhada,celtic,AttributeSimulation
spear,lug,celtic,AttributeSimulation
spear,moLiChInAndVariousMinorGods,chinese,AttributeSimulation
spear,royaltyInAncientTimes,generalOrUnknown,AttributeSimulation
spear,ssLiberalis,christian,AttributeSimulation
spear,theActionOfBeingUponUndifferentiatedMatter,japanese,Simulation
spear,theBronzeAgePersonified,generalOrUnknown,AttributeSimulation
spear,valiantKnight,heraldic,Simulation
spears,athena,greek,Simulation
spectaclesGlasses,enhancedComprehension,generalOrUnknown,Simulation
spectaclesGlasses,twinDeities,generalOrUnknown,Simulation
spermWhale,connecticut,generalOrUnknown,Simulation
sphaerocoryneAffinis,cambodia,generalOrUnknown,Simulation
spherocobaltite,colorado,generalOrUnknown,Simulation
spikenard,allurement,generalOrUnknown,Simulation
spikenard,theOintmentMaryOfMarthaAndMaryUsedToAnointChristSFeet,christian,Simulation
spinel,charm,generalOrUnknown,Simulation
spinel,stoneForA22NdWeddingAnniversary,generalOrUnknown,Simulation
spire,theSmallerSpiresGodSCelestialOffspring,christian,Simulation
spire,universalAxis,generalOrUnknown,Simulation
spiritOfSouthCarolina,southCarolina,generalOrUnknown,Simulation
spadesPlayingCards,daring,generalOrUnknown,AssociationSimulation
spadesPlayingCards,thunderbolts,generalOrUnknown,AssociationSimulation
spadesPlayingCards,trouble,generalOrUnknown,AssociationSimulation
spear,anhur,egyptian,Simulation
spear,izanagi,japanese,AttributeSimulation
spear,knighthood,generalOrUnknown,Simulation
spear,longinus,christian,AttributeSimulation
spear,minerva,grecoRoman,AttributeSimulation
spear,soldiers,generalOrUnknown,AttributeSimulation
spear,theEuropeanSibyl,generalOrUnknown,AttributeSimulation
spikedWillowHerb,pretension,flowerLanguage,Simulation
spire,bridgeToHeaven,generalOrUnknown,Simulation
spire,heavenlyAspiration,generalOrUnknown,Simulation
spadesPlayingCards,fall,generalOrUnknown,AssociationSimulation
spear,hunters,generalOrUnknown,AttributeSimulation
sowSwine,theLunar,oceanic,Simulation
sowSwine,zeusJupiter,grecoRoman,AssociationSimulation
spadesPlayingCards,1,generalOrUnknown,AssociationSimulation
spadesPlayingCards,action,generalOrUnknown,AssociationSimulation
spadesPlayingCards,air,generalOrUnknown,AssociationSimulation
spadesPlayingCards,blackness,generalOrUnknown,AssociationSimulation
spadesPlayingCards,death,generalOrUnknown,AssociationSimulation
spadesPlayingCards,difficulty,generalOrUnknown,AssociationSimulation
spadesPlayingCards,discrimination,generalOrUnknown,Simulation
spadesPlayingCards,fire,generalOrUnknown,AssociationSimulation
spadesPlayingCards,highRank,generalOrUnknown,AssociationSimulation
spadesPlayingCards,kings,generalOrUnknown,AssociationSimulation
spadesPlayingCards,life,generalOrUnknown,Simulation
spadesPlayingCards,nobility,generalOrUnknown,AssociationSimulation
spadesPlayingCards,sphere,generalOrUnknown,AssociationSimulation
spadesPlayingCards,struggle,generalOrUnknown,AssociationSimulation
spadesPlayingCards,war,generalOrUnknown,AssociationSimulation
spadesPlayingCards,warriors,generalOrUnknown,AssociationSimulation
spear,alphaDeltaPhi,heraldic,Simulation
spear,aresMars,grecoRoman,AttributeSimulation
spear,athenaMinerva,grecoRoman,AttributeSimulation
spear,buddhism,buddhist,EmblematicSimulation
spear,fertility,generalOrUnknown,Simulation
spear,heraJuno,grecoRoman,AttributeSimulation
spear,lightning,generalOrUnknown,Simulation
spear,martyrdom,generalOrUnknown,Simulation
spear,michael,christian,AttributeSimulation
spear,odin,norse,AttributeSimulation
spear,phallus,generalOrUnknown,Simulation
spear,sunRay,generalOrUnknown @ japanese,Simulation
spear,theCrucifixion,christian,AttributeSimulation
spear,thetaSigmaUpsilon,heraldic,Simulation
spear,war,generalOrUnknown,Simulation
spear,warriors,generalOrUnknown,AttributeSimulation
spear,worldAxis,generalOrUnknown @ japanese,Simulation
spectaclesGlasses,learning,generalOrUnknown,Simulation
spectaclesGlasses,oldAge,generalOrUnknown,Simulation
spectaclesGlasses,temperancePersonified,generalOrUnknown,AttributeSimulation
spikenard,death,generalOrUnknown,Simulation
spikenard,holiness,generalOrUnknown,Simulation
spikenard,humility,christian,Simulation
spikenard,perfume,generalOrUnknown,Simulation
spikenard,purification,generalOrUnknown,Simulation
spinel,charm,generalOrUnknown,Simulation
spire,aspiration,generalOrUnknown,Simulation
spire,creativeForce,generalOrUnknown,Simulation
spire,mysticCenter,generalOrUnknown,Simulation
spire,phallus,generalOrUnknown,Simulation
spire,purity,generalOrUnknown,Simulation
spear,bishamon,japanese,AttributeSimulation
serpent,6thOfTheAnimalsOfTheTwelveTerrestrialBranches,chinese,Simulation
serpent,agentOfTheFall,jewish,Simulation
serpent,akurra,australianAboriginal,Simulation
serpent,alphaEpsilonIota,heraldic,Simulation
serpent,anAspectOfAhrimanAngraMainu,persian,Simulation
serpent,attributeAndPersonificationOfSusanoO,japanese,Simulation
serpent,authorOfDivineGnosis,gnostic,Simulation
serbianEpicPoetry,serbia,generalOrUnknown,Simulation
serbianFolkHeroes,serbia,generalOrUnknown,Simulation
serbianGuardsUnitBand,serbia,generalOrUnknown,Simulation
serpent,aPhallicSymbol,generalOrUnknown,Simulation
serpent,cosmicPower,hindu,Simulation
serpent,creatorOfTheWorld,oceanic,Simulation
serpent,earthlyWisdom,maori,Simulation
serpent,erinyes,grecoRoman,AttributeSimulation
serpent,femaleDeities,generalOrUnknown,AttributeSimulation
serpent,forcesOfDestruction,generalOrUnknown,Simulation
serpent,generativeEnergy,generalOrUnknown,Simulation
serpent,greatMysteries,generalOrUnknown,Simulation
serpent,guardianOfTheSpringsOfLifeImmortalityTheSuperiorRichesOfTheSpiritTreasure,generalOrUnknown,Simulation
serpent,harbingerOfDeath,northAmericanIndian,Simulation
serpent,hippocrates,grecoRoman,AttributeSimulation
serpent,incarnationOfTheDead,minoan,Simulation
serpent,lares,grecoRoman,Simulation
serpent,mediatorBetweenHeavenAndEarth,generalOrUnknown,Simulation
serpent,mediatorBetweenMenAndTheLowerWorld,northAmericanIndian,Simulation
serpent,militaryFame,heraldic,Simulation
serpent,noongar,australianAboriginal,Simulation
serpent,occasionalFormOfAmmonZeusJupiter,grecoRoman,Simulation
serpent,oneOfTheFivePoisonousCreatures,chinese,Simulation
serpent,penates,grecoRoman,Simulation
serpent,powerToHeal,generalOrUnknown,Simulation
serpent,primordialInstinctiveNature,generalOrUnknown,Simulation
serpent,reincarnationOfDeadSouls,grecoRoman,Simulation
serpent,sacredToEileithyia,minoan,Simulation
serpent,salus,grecoRoman,AttributeSimulation
serpent,seductionOfStrengthByMatter,generalOrUnknown,Simulation
serpent,sexualTemptation,jewish,Simulation
serpent,subterraneanLife,generalOrUnknown,Simulation
serpent,sycophancy,chinese,Simulation
serpent,theAmorphous,hindu,Simulation
serpent,theBeneficentAspectOfQuetzalcoatl,incan,Simulation
serpent,theDeadEspeciallyHeroes,grecoRoman,Simulation
serpent,theEvilInherentInAllWorldlyThings,generalOrUnknown,Simulation
serpent,theEvilSideOfNature,generalOrUnknown,Simulation
serpent,theInferiorWithinTheSuperior,generalOrUnknown,Simulation
serpent,thePersonificationsOfTime,generalOrUnknown,AttributeSimulation
serpent,theSerpentAndTheCatWereTheOnlyTwoAnimalsUnmovedByTheDeathOfBuddha,buddhist,Simulation
serpent,theShakti,hindu,Simulation
serpent,theSpearOfWarGods,northAmericanIndian,Simulation
serpent,theTribeOfDan,jewish,EmblematicSimulation
serpent,theUnconsciousExpressingItselfSuddenlyAndUnexpectedlyWithTerribleOrFrighteningResults,generalOrUnknown,Simulation
serpent,ulanji,australianAboriginal,Simulation
serpent,unet,egyptian,AssociationSimulation
serpent,vehicleOfImmortality,african,Simulation
serpent,wagyl,australianAboriginal,Simulation
serpent,wells,celtic,AssociationSimulation
serpent,wisdomOfTheDeep,generalOrUnknown,Simulation
serpent,wollunqua,australianAboriginal,Simulation
serpent,yamGod,canaanite,Simulation
serpent,yurlungur,australianAboriginal,Simulation
serpent,ancestor,minoan,Simulation
serpent,defiance,northAmericanIndian,Simulation
serpent,destructiveForce,chinese,Simulation
serpent,hygeia,grecoRoman,AttributeSimulation
serpent,irrigation,maori,Simulation
serpent,mamiWata,african,AttributeSimulation
serpent,misuseOfTheGoodThingsOfThisWorld,kabalistic,Simulation
serpent,mythicalAncestor,african @ aztecan,Simulation
serpent,phanes,greek,Simulation
serpent,reincarnationOfTheDead,african,Simulation
serpent,sealAndSerpent,heraldic,Simulation
serpent,steedOfBenzaiten,japanese,Simulation
serpent,stPatrick,christian,AttributeSimulation
serpent,theNonManifest,hindu,Simulation
serpent,theRainbow,african,Simulation
serpent,wadjet,egyptian,AssociationSimulation
serpent,fascination,generalOrUnknown,Simulation
serpent,guile,christian,Simulation
serpent,africa,generalOrUnknown,AttributeSimulation
serpent,agni,hindu,Simulation
serpent,androgyny,generalOrUnknown,Simulation
serpent,asclepius,grecoRoman @ minoan,AttributeSimulation @ Simulation
serpent,athenaMinerva,grecoRoman,AttributeSimulation
serpent,bridget,celtic,EmblematicSimulation
teeth,anExpressionOfActivityEspeciallySexualActivity,generalOrUnknown,Simulation
teeth,childrenBornWithTeethAreChangelings,hungarian,Simulation
teeth,childrenBornWithTeethSometimesKilledAtBirth,african,Simulation
teeth,childrenBornWithTeethWillBecomeVampiresOrWitches,finnoUrgic @ slavic,Simulation
theKeyOfTheSocietyBearsTheThreeGreekLettersTogetherWithTheEyeOfWisdom,alphaSigmaNu,heraldic,Simulation
theLabarum,alphaChiRho,heraldic,Simulation
theSheep,alphaLambdaOmega,heraldic,Simulation
theTorch,betaSigmaPhi,heraldic,Simulation
tautiKaGiesm,lithuania,generalOrUnknown,Simulation
tavisupleba,georgiaCountry,generalOrUnknown,Simulation
taxodiumMucronatum,mexico,generalOrUnknown,Simulation
teak,indonesia,generalOrUnknown,Simulation
teAtuaMouE,theCookIslands,generalOrUnknown,Simulation
tecomaStans,theBahamas,generalOrUnknown,Simulation
tecomella,rajasthan,generalOrUnknown,Simulation
tecunUman,guatemala,generalOrUnknown,Simulation
teeth,attack,generalOrUnknown,Simulation
teeth,guardianOfTheInnerPerson,generalOrUnknown,Simulation
teeth,meansOfEnforcement,generalOrUnknown,Simulation
teeth,potency,generalOrUnknown,Simulation
teeth,primitiveWeapon,generalOrUnknown,Simulation
teirakeKainiKiribati,kiribati,generalOrUnknown,Simulation
tembelHat,israel,generalOrUnknown,Simulation
templeBuilding,oneSSpiritualLife,generalOrUnknown,Simulation
templeBuilding,theIntersectionOfHeavenEarthAndTheUnderworld,generalOrUnknown,Simulation
templeBuilding,thePlaceWhereSpiritualForcesImpingeOnTheMaterialWorld,generalOrUnknown,Simulation
templeBuilding,throneOfTheDeity,generalOrUnknown,Simulation
tendrils,ties,flowerLanguage,Simulation
teSlVimRomNie,romania,generalOrUnknown,Simulation
tetraclinis,malta,generalOrUnknown,Simulation
tetragrammatron,yahweh,jewish,Simulation
tetriGiorgi,georgiaCountry,generalOrUnknown,Simulation
thaiNationalAnthem,thailand,generalOrUnknown,Simulation
theArkansasTravelerSong,arkansas,generalOrUnknown,Simulation
theAsiaticLion,deltaEpsilonPsi,heraldic,Simulation
theBaldEagle,epsilonTauPi,heraldic,Simulation
theBannerOfFreedom,samoa,generalOrUnknown,Simulation
theChainOfHonor,sigmaTauGamma,heraldic,Simulation
theCrestOfThetaDeltaKappa,thetaDeltaKappa,heraldic,Simulation
theDjedPillar,ptah,egyptian,Simulation
theGreatStateOfMassachusetts,massachusetts,generalOrUnknown,Simulation
theKnight,deltaChi,heraldic,Simulation
theLambAndLion,abrahamicReligions,generalOrUnknown,Simulation
theLandOfFire,azerbaijan,generalOrUnknown,Simulation
theLettuce,minGod,egyptian,Simulation
theLion,maahes,egyptian,Simulation
theLionAndTheUnicorn,theUnitedKingdom,generalOrUnknown,Simulation
theMace,wepwawet,egyptian,Simulation
theMalteseCross,deltaPhi,heraldic,Simulation
theMighty,gammaKappaPhi,heraldic,Simulation
theMiracleWorkerPlay,alabama,generalOrUnknown,Simulation
theMoonDisk,khonsu,egyptian,Simulation
theOakTree,piKappaAlpha,heraldic,Simulation
theodoreWintGrave,pennsylvania,generalOrUnknown,Simulation
theOldNorthStateSong,northCarolina,generalOrUnknown,Simulation
theOstrichFeather,shuEgyptianGod,egyptian,Simulation
thePotterSWheel,khnum,egyptian,Simulation
theRamHeadedSphinx,amun,egyptian,Simulation
theRoyalAnthemOfTheHashemiteKingdomOfJordan,jordan,generalOrUnknown,Simulation
theSa,taweret,egyptian,Simulation
theSacredTempleEnclosure,nephthys,egyptian,Simulation
